number,status,score,level,primary_category,tags,prize,formalized,oeis,problem_file,url,model_review_level,model_review_score,model_review_confidence,model_review_file
249,open,33,low_candidate,number theory,number theory; irrationality,no,yes,A256936,results/problems/number-theory/problem_249.md,https://www.erdosproblems.com/249,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_249.json
251,open,27,low_candidate,number theory,number theory; irrationality,no,yes,A098990,results/problems/number-theory/problem_251.md,https://www.erdosproblems.com/251,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_251.json
252,open,33,low_candidate,number theory,number theory; irrationality,no,yes,A227988; A227989; possible,results/problems/number-theory/problem_252.md,https://www.erdosproblems.com/252,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_252.json
254,open,29,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_254.md,https://www.erdosproblems.com/254,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_254.json
256,open,21,low_candidate,analysis,analysis,no,no,N/A,results/problems/analysis/problem_256.md,https://www.erdosproblems.com/256,medium_candidate,55,medium,archive/v1/reviews/problem_256.json
257,open,29,low_candidate,irrationality,irrationality,no,yes,N/A,results/problems/irrationality/problem_257.md,https://www.erdosproblems.com/257,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_257.json
260,open,26,low_candidate,irrationality,irrationality,no,yes,N/A,results/problems/irrationality/problem_260.md,https://www.erdosproblems.com/260,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_260.json
261,open,32,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_261.md,https://www.erdosproblems.com/261,medium_candidate,67,medium,archive/v1/reviews/problem_261.json
263,open,34,low_candidate,irrationality,irrationality,no,yes,N/A,results/problems/irrationality/problem_263.md,https://www.erdosproblems.com/263,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_263.json
264,open,26,low_candidate,irrationality,irrationality,no,yes,N/A,results/problems/irrationality/problem_264.md,https://www.erdosproblems.com/264,medium_candidate,58,medium,archive/v1/reviews/problem_264.json
265,open,24,low_candidate,irrationality,irrationality,no,no,N/A,results/problems/irrationality/problem_265.md,https://www.erdosproblems.com/265,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_265.json
267,open,35,low_candidate,irrationality,irrationality,no,yes,N/A,results/problems/irrationality/problem_267.md,https://www.erdosproblems.com/267,medium_candidate,61,medium,archive/v1/reviews/problem_267.json
269,open,29,low_candidate,irrationality,irrationality,no,yes,N/A,results/problems/irrationality/problem_269.md,https://www.erdosproblems.com/269,medium_candidate,58,medium,archive/v1/reviews/problem_269.json
271,open,25,low_candidate,additive combinatorics,additive combinatorics; arithmetic progressions,no,no,A005487,results/problems/additive-combinatorics/problem_271.md,https://www.erdosproblems.com/271,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_271.json
272,open,20,low_candidate,additive combinatorics,additive combinatorics; arithmetic progressions,no,yes,possible,results/problems/additive-combinatorics/problem_272.md,https://www.erdosproblems.com/272,medium_candidate,58,medium,archive/v1/reviews/problem_272.json
273,open,35,low_candidate,number theory,number theory; covering systems,no,yes,N/A,results/problems/number-theory/problem_273.md,https://www.erdosproblems.com/273,medium_candidate,62,medium,archive/v1/reviews/problem_273.json
274,open,45,low_to_medium_candidate,group theory,group theory; covering systems,no,yes,N/A,results/problems/group-theory/problem_274.md,https://www.erdosproblems.com/274,medium_candidate,58,medium,archive/v1/reviews/problem_274.json
276,open,44,low_to_medium_candidate,number theory,number theory; covering systems,no,yes,N/A,results/problems/number-theory/problem_276.md,https://www.erdosproblems.com/276,medium_candidate,62,medium,archive/v1/reviews/problem_276.json
278,open,31,low_candidate,number theory,number theory; covering systems,no,no,N/A,results/problems/number-theory/problem_278.md,https://www.erdosproblems.com/278,medium_candidate,62,medium,archive/v1/reviews/problem_278.json
279,open,18,low_candidate,number theory,number theory; covering systems; primes,no,no,N/A,results/problems/number-theory/problem_279.md,https://www.erdosproblems.com/279,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_279.json
282,open,42,low_to_medium_candidate,number theory,number theory; unit fractions,no,yes,N/A,results/problems/number-theory/problem_282.md,https://www.erdosproblems.com/282,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_282.json
287,falsifiable,56,medium_candidate,number theory,number theory; unit fractions,no,no,N/A,results/problems/number-theory/problem_287.md,https://www.erdosproblems.com/287,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_287.json
288,open,42,low_to_medium_candidate,number theory,number theory; unit fractions,no,yes,N/A,results/problems/number-theory/problem_288.md,https://www.erdosproblems.com/288,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_288.json
289,open,36,low_candidate,number theory,number theory; unit fractions,no,yes,N/A,results/problems/number-theory/problem_289.md,https://www.erdosproblems.com/289,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_289.json
291,open,32,low_candidate,number theory,number theory; unit fractions,no,no,A110566,results/problems/number-theory/problem_291.md,https://www.erdosproblems.com/291,medium_candidate,58,medium,archive/v1/reviews/problem_291.json
293,open,25,low_candidate,number theory,number theory; unit fractions,no,no,possible,results/problems/number-theory/problem_293.md,https://www.erdosproblems.com/293,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_293.json
295,open,37,low_candidate,number theory,number theory; unit fractions,no,yes,A192881,results/problems/number-theory/problem_295.md,https://www.erdosproblems.com/295,medium_candidate,58,medium,archive/v1/reviews/problem_295.json
301,open,32,low_candidate,number theory,number theory; unit fractions,no,no,A390394,results/problems/number-theory/problem_301.md,https://www.erdosproblems.com/301,medium_candidate,63,medium,archive/v1/reviews/problem_301.json
302,open,35,low_candidate,number theory,number theory; unit fractions,no,no,A390395,results/problems/number-theory/problem_302.md,https://www.erdosproblems.com/302,medium_candidate,62,medium,archive/v1/reviews/problem_302.json
304,open,34,low_candidate,number theory,number theory; unit fractions,no,yes,A097847; A097849,results/problems/number-theory/problem_304.md,https://www.erdosproblems.com/304,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_304.json
306,open,30,low_candidate,number theory,number theory; unit fractions,no,yes,N/A,results/problems/number-theory/problem_306.md,https://www.erdosproblems.com/306,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_306.json
307,verifiable,64,medium_candidate,number theory,number theory; unit fractions,no,yes,N/A,results/problems/number-theory/problem_307.md,https://www.erdosproblems.com/307,medium_candidate,62,medium,archive/v1/reviews/problem_307.json
311,open,28,low_candidate,number theory,number theory; unit fractions,no,no,N/A,results/problems/number-theory/problem_311.md,https://www.erdosproblems.com/311,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_311.json
312,open,38,low_to_medium_candidate,number theory,number theory; unit fractions,no,yes,N/A,results/problems/number-theory/problem_312.md,https://www.erdosproblems.com/312,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_312.json
313,open,37,low_candidate,number theory,number theory; unit fractions,no,yes,A054377,results/problems/number-theory/problem_313.md,https://www.erdosproblems.com/313,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_313.json
317,open,32,low_candidate,number theory,number theory; unit fractions,no,yes,N/A,results/problems/number-theory/problem_317.md,https://www.erdosproblems.com/317,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_317.json
319,open,30,low_candidate,number theory,number theory; unit fractions,no,yes,possible,results/problems/number-theory/problem_319.md,https://www.erdosproblems.com/319,medium_candidate,62,medium,archive/v1/reviews/problem_319.json
320,open,35,low_candidate,number theory,number theory; unit fractions,no,no,A072207,results/problems/number-theory/problem_320.md,https://www.erdosproblems.com/320,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_320.json
321,open,40,low_to_medium_candidate,number theory,number theory; unit fractions,no,yes,A384927; A391592,results/problems/number-theory/problem_321.md,https://www.erdosproblems.com/321,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_321.json
322,open,23,low_candidate,number theory,number theory; powers,no,no,A025456; A025418,results/problems/number-theory/problem_322.md,https://www.erdosproblems.com/322,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_322.json
323,open,23,low_candidate,number theory,number theory; powers,no,yes,possible,results/problems/number-theory/problem_323.md,https://www.erdosproblems.com/323,low_to_medium_candidate,35,medium,archive/v1/reviews/problem_323.json
324,open,34,low_candidate,number theory,number theory; powers,no,yes,N/A,results/problems/number-theory/problem_324.md,https://www.erdosproblems.com/324,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_324.json
325,open,29,low_candidate,number theory,number theory; powers,no,yes,possible,results/problems/number-theory/problem_325.md,https://www.erdosproblems.com/325,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_325.json
326,open,40,low_to_medium_candidate,number theory,number theory; additive basis,no,yes,N/A,results/problems/number-theory/problem_326.md,https://www.erdosproblems.com/326,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_326.json
327,open,32,low_candidate,number theory,number theory; unit fractions,no,no,A384927,results/problems/number-theory/problem_327.md,https://www.erdosproblems.com/327,low_to_medium_candidate,56,medium,archive/v1/reviews/problem_327.json
329,open,34,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_329.md,https://www.erdosproblems.com/329,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_329.json
332,open,35,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_332.md,https://www.erdosproblems.com/332,medium_candidate,62,medium,archive/v1/reviews/problem_332.json
334,open,24,low_candidate,number theory,number theory,no,no,A062241; A045535,results/problems/number-theory/problem_334.md,https://www.erdosproblems.com/334,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_334.json
335,open,24,low_candidate,number theory,number theory; additive combinatorics,no,no,N/A,results/problems/number-theory/problem_335.md,https://www.erdosproblems.com/335,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_335.json
336,open,33,low_candidate,number theory,number theory; additive basis,no,no,possible,results/problems/number-theory/problem_336.md,https://www.erdosproblems.com/336,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_336.json
338,open,33,low_candidate,number theory,number theory; additive basis,no,no,N/A,results/problems/number-theory/problem_338.md,https://www.erdosproblems.com/338,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_338.json
340,open,24,low_candidate,number theory,number theory; additive combinatorics; sidon sets,no,yes,A080200; A005282,results/problems/number-theory/problem_340.md,https://www.erdosproblems.com/340,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_340.json
341,open,35,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_341.md,https://www.erdosproblems.com/341,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_341.json
342,open,36,low_candidate,number theory,number theory,no,yes,A002858,results/problems/number-theory/problem_342.md,https://www.erdosproblems.com/342,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_342.json
345,open,34,low_candidate,number theory,number theory; complete sequences,no,no,A001661,results/problems/number-theory/problem_345.md,https://www.erdosproblems.com/345,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_345.json
346,open,34,low_candidate,number theory,number theory; complete sequences,no,yes,N/A,results/problems/number-theory/problem_346.md,https://www.erdosproblems.com/346,medium_candidate,60,medium,archive/v1/reviews/problem_346.json
348,open,40,low_to_medium_candidate,number theory,number theory; complete sequences,no,yes,N/A,results/problems/number-theory/problem_348.md,https://www.erdosproblems.com/348,medium_candidate,6,medium,archive/v1/reviews/problem_348.json
349,open,35,low_candidate,number theory,number theory; complete sequences,no,yes,N/A,results/problems/number-theory/problem_349.md,https://www.erdosproblems.com/349,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_349.json
352,open,34,low_candidate,geometry,geometry,no,yes,N/A,results/problems/geometry/problem_352.md,https://www.erdosproblems.com/352,low_to_medium_candidate,46,medium,archive/v1/reviews/problem_352.json
354,open,32,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_354.md,https://www.erdosproblems.com/354,medium_candidate,6,medium,archive/v1/reviews/problem_354.json
357,open,30,low_candidate,number theory,number theory,no,yes,A364132; A364153; possible,results/problems/number-theory/problem_357.md,https://www.erdosproblems.com/357,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_357.json
359,open,29,low_candidate,number theory,number theory,no,yes,A002048,results/problems/number-theory/problem_359.md,https://www.erdosproblems.com/359,medium_candidate,58,medium,archive/v1/reviews/problem_359.json
361,open,32,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_361.md,https://www.erdosproblems.com/361,medium_candidate,57,medium,archive/v1/reviews/problem_361.json
364,verifiable,67,medium_candidate,number theory,number theory,no,yes,A060355; A076445,results/problems/number-theory/problem_364.md,https://www.erdosproblems.com/364,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_364.json
365,open,36,low_candidate,number theory,number theory,no,no,A060355; A060859; A175155,results/problems/number-theory/problem_365.md,https://www.erdosproblems.com/365,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_365.json
366,verifiable,70,high_candidate,number theory,number theory,no,yes,A060355,results/problems/number-theory/problem_366.md,https://www.erdosproblems.com/366,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_366.json
367,open,21,low_candidate,number theory,number theory,no,no,A057521,results/problems/number-theory/problem_367.md,https://www.erdosproblems.com/367,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_367.json
368,open,25,low_candidate,number theory,number theory,no,no,A074399,results/problems/number-theory/problem_368.md,https://www.erdosproblems.com/368,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_368.json
371,open,24,low_candidate,number theory,number theory,no,yes,A070089,results/problems/number-theory/problem_371.md,https://www.erdosproblems.com/371,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_371.json
373,open,36,low_candidate,number theory,number theory; factorials,no,yes,A003135,results/problems/number-theory/problem_373.md,https://www.erdosproblems.com/373,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_373.json
374,open,22,low_candidate,number theory,number theory,no,no,A388851; A387184; A389117; A389148,results/problems/number-theory/problem_374.md,https://www.erdosproblems.com/374,medium_candidate,64,medium,archive/v1/reviews/problem_374.json
375,falsifiable,45,low_to_medium_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_375.md,https://www.erdosproblems.com/375,low_to_medium_candidate,32,medium,archive/v1/reviews/problem_375.json
376,open,34,low_candidate,number theory,number theory; binomial coefficients; base representations,no,yes,A030979,results/problems/number-theory/problem_376.md,https://www.erdosproblems.com/376,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_376.json
377,open,26,low_candidate,number theory,number theory; binomial coefficients,no,yes,N/A,results/problems/number-theory/problem_377.md,https://www.erdosproblems.com/377,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_377.json
382,open,21,low_candidate,number theory,number theory,no,no,A388850,results/problems/number-theory/problem_382.md,https://www.erdosproblems.com/382,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_382.json
383,open,29,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_383.md,https://www.erdosproblems.com/383,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_383.json
385,open,30,low_candidate,number theory,number theory,no,yes,A322292,results/problems/number-theory/problem_385.md,https://www.erdosproblems.com/385,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_385.json
386,open,40,low_to_medium_candidate,number theory,number theory; binomial coefficients,no,yes,A280992,results/problems/number-theory/problem_386.md,https://www.erdosproblems.com/386,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_386.json
387,open,37,low_candidate,number theory,number theory; binomial coefficients,no,yes,N/A,results/problems/number-theory/problem_387.md,https://www.erdosproblems.com/387,low_to_medium_candidate,48,medium,archive/v1/reviews/problem_387.json
388,open,35,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_388.md,https://www.erdosproblems.com/388,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_388.json
389,open,39,low_to_medium_candidate,number theory,number theory,no,yes,A375071,results/problems/number-theory/problem_389.md,https://www.erdosproblems.com/389,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_389.json
390,open,35,low_candidate,number theory,number theory; factorials,no,yes,A193429,results/problems/number-theory/problem_390.md,https://www.erdosproblems.com/390,medium_candidate,58,medium,archive/v1/reviews/problem_390.json
393,open,28,low_candidate,number theory,number theory; factorials,no,no,A388302,results/problems/number-theory/problem_393.md,https://www.erdosproblems.com/393,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_393.json
394,open,27,low_candidate,number theory,number theory,no,yes,A344005,results/problems/number-theory/problem_394.md,https://www.erdosproblems.com/394,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_394.json
396,open,40,low_to_medium_candidate,number theory,number theory; binomial coefficients,no,yes,A375077,results/problems/number-theory/problem_396.md,https://www.erdosproblems.com/396,medium_candidate,62,medium,archive/v1/reviews/problem_396.json
398,falsifiable,61,medium_candidate,number theory,number theory; factorials,no,yes,A146968; A141399,results/problems/number-theory/problem_398.md,https://www.erdosproblems.com/398,low_to_medium_candidate,38,high,archive/v1/reviews/problem_398.json
400,open,25,low_candidate,number theory,number theory; factorials,no,yes,possible,results/problems/number-theory/problem_400.md,https://www.erdosproblems.com/400,medium_candidate,58,medium,archive/v1/reviews/problem_400.json
404,open,23,low_candidate,number theory,number theory; factorials,no,no,N/A,results/problems/number-theory/problem_404.md,https://www.erdosproblems.com/404,medium_candidate,60,medium,archive/v1/reviews/problem_404.json
406,open,38,low_to_medium_candidate,number theory,number theory; base representations,no,yes,N/A,results/problems/number-theory/problem_406.md,https://www.erdosproblems.com/406,low_to_medium_candidate,35,medium,archive/v1/reviews/problem_406.json
408,open,22,low_candidate,number theory,number theory; iterated functions,no,no,A049108,results/problems/number-theory/problem_408.md,https://www.erdosproblems.com/408,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_408.json
409,open,32,low_candidate,number theory,number theory; iterated functions,no,yes,A039651; A229487,results/problems/number-theory/problem_409.md,https://www.erdosproblems.com/409,medium_candidate,62,medium,archive/v1/reviews/problem_409.json
410,open,36,low_candidate,number theory,number theory; iterated functions,no,yes,A007497; possible,results/problems/number-theory/problem_410.md,https://www.erdosproblems.com/410,medium_candidate,62,medium,archive/v1/reviews/problem_410.json
411,open,25,low_candidate,number theory,number theory; iterated functions,no,no,A383044; possible,results/problems/number-theory/problem_411.md,https://www.erdosproblems.com/411,medium_candidate,58,medium,archive/v1/reviews/problem_411.json
412,open,36,low_candidate,number theory,number theory; iterated functions,no,yes,A007497; A051572,results/problems/number-theory/problem_412.md,https://www.erdosproblems.com/412,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_412.json
413,open,32,low_candidate,number theory,number theory; iterated functions,no,yes,A005236,results/problems/number-theory/problem_413.md,https://www.erdosproblems.com/413,medium_candidate,63,medium,archive/v1/reviews/problem_413.json
414,open,36,low_candidate,number theory,number theory; iterated functions,no,yes,A064491; possible,results/problems/number-theory/problem_414.md,https://www.erdosproblems.com/414,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_414.json
415,open,21,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_415.md,https://www.erdosproblems.com/415,medium_candidate,64,high,archive/v1/reviews/problem_415.json
416,open,32,low_candidate,number theory,number theory,no,yes,A264810,results/problems/number-theory/problem_416.md,https://www.erdosproblems.com/416,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_416.json
417,open,39,low_to_medium_candidate,number theory,number theory,no,yes,A264810; A061070,results/problems/number-theory/problem_417.md,https://www.erdosproblems.com/417,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_417.json
420,open,18,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_420.md,https://www.erdosproblems.com/420,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_420.json
421,open,37,low_candidate,number theory,number theory,no,yes,A389544; A390848,results/problems/number-theory/problem_421.md,https://www.erdosproblems.com/421,medium_candidate,58,medium,archive/v1/reviews/problem_421.json
422,open,39,low_to_medium_candidate,number theory,number theory,no,yes,A005185,results/problems/number-theory/problem_422.md,https://www.erdosproblems.com/422,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_422.json
423,open,25,low_candidate,number theory,number theory,no,no,A005243,results/problems/number-theory/problem_423.md,https://www.erdosproblems.com/423,medium_candidate,68,medium,archive/v1/reviews/problem_423.json
424,open,32,low_candidate,number theory,number theory,no,yes,A005244,results/problems/number-theory/problem_424.md,https://www.erdosproblems.com/424,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_424.json
425,open,22,low_candidate,number theory,number theory; sidon sets,no,no,possible,results/problems/number-theory/problem_425.md,https://www.erdosproblems.com/425,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_425.json
428,open,25,low_candidate,number theory,number theory; primes,no,yes,N/A,results/problems/number-theory/problem_428.md,https://www.erdosproblems.com/428,medium_candidate,48,medium,archive/v1/reviews/problem_428.json
430,open,15,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_430.md,https://www.erdosproblems.com/430,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_430.json
431,open,18,low_candidate,number theory,number theory; primes,no,no,N/A,results/problems/number-theory/problem_431.md,https://www.erdosproblems.com/431,low_to_medium_candidate,28,medium,archive/v1/reviews/problem_431.json
432,open,27,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_432.md,https://www.erdosproblems.com/432,low_to_medium_candidate,48,medium,archive/v1/reviews/problem_432.json
436,open,31,low_candidate,number theory,number theory,no,no,A000445; possible,results/problems/number-theory/problem_436.md,https://www.erdosproblems.com/436,medium_candidate,62,medium,archive/v1/reviews/problem_436.json
445,open,26,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_445.md,https://www.erdosproblems.com/445,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_445.json
450,open,21,low_candidate,number theory,number theory; divisors,no,no,N/A,results/problems/number-theory/problem_450.md,https://www.erdosproblems.com/450,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_450.json
451,open,25,low_candidate,number theory,number theory,no,no,A386620,results/problems/number-theory/problem_451.md,https://www.erdosproblems.com/451,medium_candidate,62,medium,archive/v1/reviews/problem_451.json
452,open,15,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_452.md,https://www.erdosproblems.com/452,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_452.json
454,open,27,low_candidate,number theory,number theory; primes,no,yes,A389676; A389677,results/problems/number-theory/problem_454.md,https://www.erdosproblems.com/454,low_to_medium_candidate,40,medium,archive/v1/reviews/problem_454.json
455,open,23,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_455.md,https://www.erdosproblems.com/455,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_455.json
456,open,21,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_456.md,https://www.erdosproblems.com/456,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_456.json
458,falsifiable,52,low_to_medium_candidate,number theory,number theory; primes,no,yes,A056604,results/problems/number-theory/problem_458.md,https://www.erdosproblems.com/458,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_458.json
460,open,20,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_460.md,https://www.erdosproblems.com/460,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_460.json
461,open,15,low_candidate,number theory,number theory; primes,no,no,possible,results/problems/number-theory/problem_461.md,https://www.erdosproblems.com/461,low_to_medium_candidate,41,medium,archive/v1/reviews/problem_461.json
462,open,19,low_candidate,number theory,number theory; primes,no,no,A032742; possible,results/problems/number-theory/problem_462.md,https://www.erdosproblems.com/462,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_462.json
463,open,25,low_candidate,number theory,number theory; primes,no,yes,possible,results/problems/number-theory/problem_463.md,https://www.erdosproblems.com/463,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_463.json
467,open,18,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_467.md,https://www.erdosproblems.com/467,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_467.json
468,open,25,low_candidate,number theory,number theory; divisors,no,no,A167485; A387502; A387503,results/problems/number-theory/problem_468.md,https://www.erdosproblems.com/468,medium_candidate,58,medium,archive/v1/reviews/problem_468.json
469,open,33,low_candidate,number theory,number theory; divisors,no,yes,A006036; A119425; possible,results/problems/number-theory/problem_469.md,https://www.erdosproblems.com/469,medium_candidate,61,medium,archive/v1/reviews/problem_469.json
470,open,27,low_candidate,number theory,number theory; divisors,$10,yes,A006037; A002975,results/problems/number-theory/problem_470.md,https://www.erdosproblems.com/470,medium_candidate,55,medium,archive/v1/reviews/problem_470.json
472,open,30,low_candidate,number theory,number theory,no,no,A389713; possible,results/problems/number-theory/problem_472.md,https://www.erdosproblems.com/472,medium_candidate,62,medium,archive/v1/reviews/problem_472.json
474,not provable,9,not_applicable_meta_mathematical,set theory,set theory; ramsey theory,$100,no,N/A,results/problems/set-theory/problem_474.md,https://www.erdosproblems.com/474,low_candidate,22,medium,archive/v1/reviews/problem_474.json
475,decidable,59,medium_candidate,number theory,number theory; additive combinatorics,no,no,N/A,results/problems/number-theory/problem_475.md,https://www.erdosproblems.com/475,medium_candidate,68,medium,archive/v1/reviews/problem_475.json
477,open,39,low_to_medium_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_477.md,https://www.erdosproblems.com/477,medium_candidate,62,medium,archive/v1/reviews/problem_477.json
478,open,19,low_candidate,number theory,number theory; factorials,no,no,A210184,results/problems/number-theory/problem_478.md,https://www.erdosproblems.com/478,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_478.json
479,open,41,low_to_medium_candidate,number theory,number theory,no,yes,A036236; A015919; A050259; A015921; A006521; A006517; A015940,results/problems/number-theory/problem_479.md,https://www.erdosproblems.com/479,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_479.json
483,open,32,low_candidate,number theory,number theory; additive combinatorics; ramsey theory,no,no,A030126,results/problems/number-theory/problem_483.md,https://www.erdosproblems.com/483,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_483.json
486,open,26,low_candidate,number theory,number theory; primitive sets,no,yes,N/A,results/problems/number-theory/problem_486.md,https://www.erdosproblems.com/486,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_486.json
488,falsifiable,59,medium_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_488.md,https://www.erdosproblems.com/488,medium_candidate,72,medium,archive/v1/reviews/problem_488.json
489,open,29,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_489.md,https://www.erdosproblems.com/489,medium_candidate,62,medium,archive/v1/reviews/problem_489.json
495,open,29,low_candidate,diophantine approximation,diophantine approximation; number theory,no,yes,N/A,results/problems/diophantine-approximation/problem_495.md,https://www.erdosproblems.com/495,low_candidate,12,high,archive/v1/reviews/problem_495.json
500,open,39,low_to_medium_candidate,graph theory,graph theory; hypergraphs; turan number,$500,no,A140462,results/problems/graph-theory/problem_500.md,https://www.erdosproblems.com/500,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_500.json
501,open,36,low_candidate,combinatorics,combinatorics; set theory,no,yes,N/A,results/problems/combinatorics/problem_501.md,https://www.erdosproblems.com/501,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_501.json
503,open,35,low_candidate,geometry,geometry; distances,no,yes,A175769,results/problems/geometry/problem_503.md,https://www.erdosproblems.com/503,medium_candidate,64,medium,archive/v1/reviews/problem_503.json
506,decidable,63,medium_candidate,geometry,geometry,no,no,possible,results/problems/geometry/problem_506.md,https://www.erdosproblems.com/506,medium_candidate,62,medium,archive/v1/reviews/problem_506.json
507,open,23,low_candidate,geometry,geometry,no,yes,N/A,results/problems/geometry/problem_507.md,https://www.erdosproblems.com/507,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_507.json
